RPC,MrAnisotropy,CommonGround,Citation,Reference,Type,Description,Lithology,Colour,Age,Location,Basin,Depth,Latitude,Longitude,Epsilon,Gamma,Delta,Vp,Vs,Rho,Rho_dry,Rho_grain,E_static,PR_static,E_dynamic,PR_dynamic,P_conf,P_pore,Eff_stress,Ax_stress,Frequency,Fluid,Saturation,Sat_fraction,Porosity,Permeability,Temperature,Composition,Remarks,URL
100104,,,Kelly 1983,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde immature sandstone,SS,,Late Cretaceous,,,1994.18448,,,0.08,0.093,-0.003,4405,2542,2510,,,,,,,,,27.58,,,,sat,,,,,,,
100105,102,,Kelly 1983,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde mudshale,SHALE,,Late Cretaceous,,,2000.61576,,,0.01,-0.005,0.012,5073,2998,2680,,,,,,,,,27.58,,,,sat,,,,,,,
100106,,,Kelly 1983,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde sandstone,SS,,Late Cretaceous,,,2404.38432,,,0.033,-0.019,0.04,4869,2911,2500,,,,,,,,,27.58,,,,sat,,,,,,,
100107,103,,Kelly 1983,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde mudshale,SHALE,,Late Cretaceous,,,2419.9596,,,0.081,0.048,0.129,4296,2471,2660,,,,,,,,,27.58,,,,sat,,,,,,,
100108,,,Lin 1985,"Lin. W. (1985). Ultrasonic velocities and dynamic elastic moduli of Mesaverde rock : Lawrence Livermore Nat. Lab. Rep. 20273, rev. 1",Core,Mesaverde sandstone,SS,beige,Late Cretaceous,,,352,,,,,,,,,2094,2680,,,,,,,,,,,dry,,,,,"Quartz (85%), 5% illite-muscovite, 5% kaolinite-nacrite, 5% anorthite, tr montmorillonite",,
100109,104,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde shale,SHALE,black grey,Late Cretaceous,,,350,,,0.065,0.071,0.059,3383,2438,,2254,2350,,,,,,,20,,,,dry,,,,,"Quartz (75%), 15% illite-muscovite, 5% kaolinite-nacrite, 5% anorthite, tr montmorillonite",,
100110,,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde sandstone,SS,grey,Late Cretaceous,,,1582,,,0.081,0,0.057,3688,2774,,2546,2730,,,,,,,20,,,,dry,,,,,"Quartz (80%), 5% illite-muscovite, 13% kaolinite-nacrite, tr montmorillonite",,
100111,105,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde shale,SHALE,bard grey,Late Cretaceous,,,1599,,,0.137,0.026,-0.012,3901,2682,,2505,2640,,,,,,,20,,,,dry,,,,,"Quartz (65%), 15% illite-muscovite, 10% kaolinite-nacrite, 5% dolomite, 5% calcite, tr montmorillonite",,
100112,,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde sandstone,SS,light grey,Late Cretaceous,,,1958,,,0.036,0.03,-0.039,4237,3018,,2345,2690,,,,,,,50,,,,dry,,,,,"Quartz (95%), tr calcite, tr plagioclase-oligoclase, tr kaolinte",,
100113,106,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde shale,SHALE,grey,Late Cretaceous,,,1968,,,0.063,0.028,0.008,4846,3170,,2660,2690,,,,,,,50,,,,dry,,,,,"Quartz (85%), 10% calcite, tr plagioclase-oligoclase, tr kaolinte",,
100114,,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde sandstone,SS,light grey,Late Cretaceous,,,3512,,,-0.026,0.035,-0.033,4633,3231,,2536,2710,,,,,,,50,,,,dry,,,,,"Quartz (100%), tr plagioclase-oligoclase",,
100115,107,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde shale,SHALE,dark grey,Late Cretaceous,,,3511,,,0.172,0.157,0,4359,3048,,2610,2890,,,,,,,50,,,,dry,,,,,"Quartz (95%), tr plagioclase-oligoclase, tr kaolinte",,
100116,,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde sandstone,SS,light grey,Late Cretaceous,,,3805,,,0.055,0.041,-0.089,3962,2926,,2407,2870,,,,,,,20,,,,dry,,,,,Quartz (100%),,
100117,108,,Lin 1985,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Mesaverde shale,SHALE,grey,Late Cretaceous,,,3883,,,0.128,0.1,0.078,3749,2621,,2516,2920,,,,,,,50,,,,dry,,,,,"Quartz (99%), tr calcite, tr kaolinte",,
100118,109,,Robertson and Corrigan 1983,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Dog Creek shale,SHALE,,,,,43.67784,,,0.225,0.345,0.1,1875,826,2000,,,,,,,,,,,,,sat,,,,,,,
100119,110,,Robertson and Corrigan 1983,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Wills Point shale,SHALE,,,,,17.76984,,,0.215,0.28,0.315,1058,387,1800,,,,,,,,,,,,,sat,,,,,,,
100120,111,,Robertson and Corrigan 1983,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Wills Point shale,SHALE,,,,,0,,,0.085,0.185,0.12,4130,2380,2640,,,,,,,,,0,,,,sat,,,,,,,
100121,112,,Tosaya 1982,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Cotton Valley Shale,SHALE,,,,,0,,,0.135,0.18,0.205,4721,2890,2640,,,,,,,,,111.7,,,,sat,,,,,,,
100122,113,,White et al. 1982,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Pierre shale,SHALE,,,,,137.16,,,0.11,0.165,0.09,2074,869,2250,,,,,,,,,,,,,sat,,,,,,,
100123,114,,White et al. 1982,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Pierre shale,SHALE,,,,,198.12,,,0.195,0.3,0.175,2106,887,2250,,,,,,,,,,,,,sat,,,,,,,
100124,115,,White et al. 1982,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Pierre shale,SHALE,,,,,289.56,,,0.015,0.03,0.06,2202,969,2250,,,,,,,,,,,,,sat,,,,,,,
100125,116,,Jones and Wang 1981,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Shale,SHALE,,,,,1524,,,0.255,0.48,-0.05,3048,1490,2420,,,,,,,,,0,,,,sat,,,,,,,
100126,117,,Jones and Wang 1981,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Shale,SHALE,,,,,1524,,,0.2,0.51,-0.075,3377,1490,2420,,,,,,,,,101.36,,,,sat,,,,,,,
100127,118,,Kaarsberg 1968,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Oil shale,SHALE,,,,,,,,0.2,0.145,0.1,4231,2539,,2370,,,,,,,,,,,,dry,,,,,,,
100128,119,,Podio et al. 1968,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Green River shale,SHALE,,,,,,,,0.04,0.03,0.01,4167,2432,2310,,,,,,,,,0,,,,sat,,,,,,,
100129,120,,Podio et al. 1968,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Green River shale,SHALE,,,,,,,,0.025,0.02,0.055,4404,2582,2310,,,,,,,,,68.95,,,,sat,,,,,,,
100130,,,King 1964,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Berea sandstone,SS,,,,,,,,0.002,0.005,0.02,4206,2664,2140,,,,,,,,,68.95,,,,sat,,,,,,,
100131,,,King 1964,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Bandera sandstone,SS,,,,,,,,0.03,0.03,0.045,3810,2368,2160,,,,,,,,,68.95,,,,sat,,,,,,,
100132,121,,Schock et al. 1974,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Green River shale,SHALE,,,,,,,,0.195,0.018,-0.22,3292,1768,,2075,,,,,,,,202.71,,,,dry,,,,,,,
100133,,,Schock et al. 1974,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Lance sandstone,SS,,,,,,,,-0.005,0.005,-0.015,5029,2987,,2430,,,,,,,,202.71,,,,dry,,,,,,,
100134,122,,Schock et al. 1974,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Ft. Union siltstone,SILT,,,,,,,,0.045,0.04,-0.045,4877,2941,,2600,,,,,,,,202.71,,,,dry,,,,,,,
100135,,,Schock et al. 1974,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",Core,Timber Mtn tuff,TUFF,,,,,,,,0.02,0.105,-0.03,4846,1856,,2330,,,,,,,,202.71,,,,dry,,,,,,,
100136,,,Simmons and Wang 1971,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Muscovite crystal,MICA,,,,,,,,1.12,2.28,-0.235,4420,2091,2790,,,,,,,,,0,,,,,,,,,,,
100137,,,Simmons and Wang 1971,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Quartz crystal (hexag. approx.),QTZ,,,,,,,,-0.096,-0.159,0.273,6096,4481,2650,,,,,,,,,0,,,,,,,,,,,
100138,,,Simmons and Wang 1971,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Calcite crystal (hexag. approx.),CALCITE,,,,,,,,0.369,0.169,0.579,5334,3353,2710,,,,,,,,,0,,,,,,,,,,,
100139,,,Simmons and Wang 1971,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Biotite crystall,MICA,,,,,,,,1.222,6.12,-0.388,4054,1341,3050,,,,,,,,,0,,,,,,,,,,,
100140,,,Simmons and Wang 1971,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Apatite crystal,APATITE,,,,,,,,0.097,0.079,0.586,6340,4389,3218,,,,,,,,,0,,,,,,,,,,,
100141,,,Simmons and Wang 1971,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Ice I crystal,ICE,,,,,,,,-0.038,0.031,-0.164,3627,1676,1064,,,,,,,,,0,,,,,,,,,,,
100142,,,Dalke 1983,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Aluminum-lucite composite,,,,,,,,,0.97,1.3,-0.09,2868,1350,1860,,,,,,,,,,,,,clamped ; oil between layers,,,,,,,
100143,,,Levin 1979,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Sandstone shale,SS,,,,,,,,0.013,0.035,-0.001,3009,1654,2340,,,,,,,,,,,,,hypothetical 50/50,,,,,,,
100144,,,Levin 1979,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,SS-anisotropic shale,SS,,,,,,,,0.059,0.163,-0.001,3009,1654,2340,,,,,,,,,,,,,hypothetical 50/50,,,,,,,
100145,,,Levin 1979,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Limestone-shale,LST,,,,,,,,0.134,0.156,0,3306,1819,2440,,,,,,,,,,,,,hypothetical 50/50,,,,,,,
100146,,,Levin 1979,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,LS-anisotropic shale,LST,,,,,,,,0.169,0.271,0,3306,1819,2440,,,,,,,,,,,,,hypothetical 50/50,,,,,,,
100147,,,Levin 1979,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Anisotropic shale,SH,,,,,,,,0.103,0.345,-0.001,2745,1508,2340,,,,,,,,,,,,,hypothetical 50/50,,,,,,,
100148,,,Levin 1979,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Gas sand-water sand,SS,,,,,,,,0.022,0.004,0.018,1409,780,2030,,,,,,,,,,,,,hypothetical 50/50,,,,,,,
100149,,,Levin 1979,"see Thomsen, L., 1986, Weak elastic anisotropy: Geophysics, 51, no. 10, 1954-1966",,Gypsum-weathered material,GYPSUM,,,,,,,,1.161,2.781,-0.14,1911,795,2350,,,,,,,,,,,,,hypothetical 50/50,,,,,,,
100150,125,,"Liao, Hu, Chang 1997","Liao, J.J., Hu, T.-B., and Chang, C.-W. (1997), Determination of Dynamic Elastic Constants of Transversely Isotropic Rocks Using a Single Cylindrical Specmen, Internation Journal of Rock mechanics and Mining Science, Vol. 34, No. 7, pp.1045-1054.(SCI) NSC852211E009038",Core,Argillite,CLAY,,,,,,,,0.129081459,0.133889419,0.041825019,,,,,,,,,,,,,,,,,,,,,,,
100151,126,,"Liao, Hu, Chang 1997","Liao, J.J., Hu, T.-B., and Chang, C.-W. (1997), Determination of Dynamic Elastic Constants of Transversely Isotropic Rocks Using a Single Cylindrical Specmen, Internation Journal of Rock mechanics and Mining Science, Vol. 34, No. 7, pp.1045-1054.(SCI) NSC852211E009038",Core,Argillite,CLAY,,,,,,,,0.137341412,0.163936999,0.052833703,,,,,,,,,,,,,,,,,,,,,,,
100152,127,,"Liao, Hu, Chang 1997","Liao, J.J., Hu, T.-B., and Chang, C.-W. (1997), Determination of Dynamic Elastic Constants of Transversely Isotropic Rocks Using a Single Cylindrical Specmen, Internation Journal of Rock mechanics and Mining Science, Vol. 34, No. 7, pp.1045-1054.(SCI) NSC852211E009038",Core,Argillite,CLAY,,,,,,,,0.148547327,0.152893209,0.048190447,,,,,,,,,,,,,,,,,,,,,,,
100153,128,,"Liao, Hu, Chang 1997","Liao, J.J., Hu, T.-B., and Chang, C.-W. (1997), Determination of Dynamic Elastic Constants of Transversely Isotropic Rocks Using a Single Cylindrical Specmen, Internation Journal of Rock mechanics and Mining Science, Vol. 34, No. 7, pp.1045-1054.(SCI) NSC852211E009038",Core,Argillite,CLAY,,,,,,,,0.171956811,0.231652527,-0.012793986,,,,,,,,,,,,,,,,,,,,,,,
100154,129,,"Liao, Hu, Chang 1997","Liao, J.J., Hu, T.-B., and Chang, C.-W. (1997), Determination of Dynamic Elastic Constants of Transversely Isotropic Rocks Using a Single Cylindrical Specmen, Internation Journal of Rock mechanics and Mining Science, Vol. 34, No. 7, pp.1045-1054.(SCI) NSC852211E009038",Core,Argillite,CLAY,,,,,,,,0.18850995,0.202619832,-0.001987228,,,,,,,,,,,,,,,,,,,,,,,
100155,130,,"Liao, Hu, Chang 1997","Liao, J.J., Hu, T.-B., and Chang, C.-W. (1997), Determination of Dynamic Elastic Constants of Transversely Isotropic Rocks Using a Single Cylindrical Specmen, Internation Journal of Rock mechanics and Mining Science, Vol. 34, No. 7, pp.1045-1054.(SCI) NSC852211E009038",Core,Argillite,CLAY,,,,,,,,0.194339588,0.239455526,-0.050256008,,,,,,,,,,,,,,,,,,,,,,,
100156,131,,"Liao, Hu, Chang 1997","Liao, J.J., Hu, T.-B., and Chang, C.-W. (1997), Determination of Dynamic Elastic Constants of Transversely Isotropic Rocks Using a Single Cylindrical Specmen, Internation Journal of Rock mechanics and Mining Science, Vol. 34, No. 7, pp.1045-1054.(SCI) NSC852211E009038",Core,Argillite,CLAY,,,,,,,,0.178555081,0.137684393,0.004053353,,,,,,,,,,,,,,,,,,,,,,,
100157,132,,"Liao, Hu, Chang 1997","Liao, J.J., Hu, T.-B., and Chang, C.-W. (1997), Determination of Dynamic Elastic Constants of Transversely Isotropic Rocks Using a Single Cylindrical Specmen, Internation Journal of Rock mechanics and Mining Science, Vol. 34, No. 7, pp.1045-1054.(SCI) NSC852211E009038",Core,Argillite,CLAY,,,,,,,,0.186836807,0.212509038,-0.020968748,,,,,,,,,,,,,,,,,,,,,,,
100158,135,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.0502693,0.166667,,,,,,,,,,,,,,,,,,,,,,,,
100159,136,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.051167,0.0289352,,,,,,,,,,,,,,,,,,,,,,,,
100160,137,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.125673,0.143519,,,,,,,,,,,,,,,,,,,,,,,,
100161,138,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.127469,0.15625,,,,,,,,,,,,,,,,,,,,,,,,
100162,139,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.140036,0.222222,,,,,,,,,,,,,,,,,,,,,,,,
100163,140,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.177738,0.221065,,,,,,,,,,,,,,,,,,,,,,,,
100164,141,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.180431,0.150463,,,,,,,,,,,,,,,,,,,,,,,,
100165,142,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.185817,0.237269,,,,,,,,,,,,,,,,,,,,,,,,
100166,143,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.18851,0.243056,,,,,,,,,,,,,,,,,,,,,,,,
100167,144,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.191203,0.337963,,,,,,,,,,,,,,,,,,,,,,,,
100168,145,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.196589,0.472222,,,,,,,,,,,,,,,,,,,,,,,,
100169,146,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.199282,0.19213,,,,,,,,,,,,,,,,,,,,,,,,
100170,147,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.20018,0.252315,,,,,,,,,,,,,,,,,,,,,,,,
100171,148,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.201077,0.283565,,,,,,,,,,,,,,,,,,,,,,,,
100172,149,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.201975,0.263889,,,,,,,,,,,,,,,,,,,,,,,,
100173,150,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.210952,0.311343,,,,,,,,,,,,,,,,,,,,,,,,
100174,151,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.213645,0.25463,,,,,,,,,,,,,,,,,,,,,,,,
100175,152,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.214542,0.321759,,,,,,,,,,,,,,,,,,,,,,,,
100176,153,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.219928,0.267361,,,,,,,,,,,,,,,,,,,,,,,,
100177,154,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.222621,0.259259,,,,,,,,,,,,,,,,,,,,,,,,
100178,155,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.223519,0.299769,,,,,,,,,,,,,,,,,,,,,,,,
100179,156,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.223519,0.299769,,,,,,,,,,,,,,,,,,,,,,,,
100180,157,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.226212,0.358796,,,,,,,,,,,,,,,,,,,,,,,,
100181,158,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.231598,0.328704,,,,,,,,,,,,,,,,,,,,,,,,
100182,159,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.234291,0.289352,,,,,,,,,,,,,,,,,,,,,,,,
100183,160,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.235189,0.273148,,,,,,,,,,,,,,,,,,,,,,,,
100184,161,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.236984,0.324074,,,,,,,,,,,,,,,,,,,,,,,,
100185,162,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.238779,0.202546,,,,,,,,,,,,,,,,,,,,,,,,
100186,163,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.24237,0.255787,,,,,,,,,,,,,,,,,,,,,,,,
100187,164,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.244165,0.405093,,,,,,,,,,,,,,,,,,,,,,,,
100188,165,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.249551,0.287037,,,,,,,,,,,,,,,,,,,,,,,,
100189,166,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.251346,0.297454,,,,,,,,,,,,,,,,,,,,,,,,
100190,167,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.253142,0.351852,,,,,,,,,,,,,,,,,,,,,,,,
100191,168,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.25763,0.313657,,,,,,,,,,,,,,,,,,,,,,,,
100192,169,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.261221,0.363426,,,,,,,,,,,,,,,,,,,,,,,,
100193,170,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.262118,0.351852,,,,,,,,,,,,,,,,,,,,,,,,
100194,171,,Sondergeld 2000,"Sondergeld C, Rai C., Margesson R., Whitten, K., 2000, Ultrasonic measurement of anisotropy on the Kimmeridge Shale, SEG",Core,Kimmeridge Shale,SHALE,,Jurassic,,,,,,0.275583,0.288194,,,,,,,,,,,,,,,,,,,,,,,,
